file_x,file_y,decision,dist_l2,y,y_pred
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/d788d43f8794a4c2c170c2b10bf41bd5ac6e39dc.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/a71ea8d3fd1f4134d4365f71271f95cad1c85ebf.jpg_align.jpg",Yes,1.0628,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208830/708462900,850046297_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208830/1867913004,3170775152_align.jpg",Yes,1.0627,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/2551793113,3460705972_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/1900282197,2964416280_align.jpg",Yes,0.8587,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10407812/930067273,2519623699_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10407812/1674927082,3257755926_align.jpg",Yes,1.3142,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10529639/3749747430,549342216_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10529639/4138467191,1995084072_align.jpg",Yes,0.6297,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/55e736d12f2eb938896c20fdd7628535e5dd6fbf.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10129087/200191622,1950709276_align.jpg",Yes,1.2202,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/3372009106,1647110390_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/3576197508,1127846431_align.jpg",Yes,1.2271,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10529639/1435849583,3212410409_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10529639/56915191,2089889772_align.jpg",Yes,1.0174,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/583632678,3914875250_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/a6c7d7170e945150c83d6d20.jpg_align.jpg",Yes,1.027,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/3641163438,973487528_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/4051312926,1215337097_align.jpg",Yes,0.5714,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1976218494,1306219225_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/819217701,2678423938_align.jpg",Yes,0.8104,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404871/473790787,2282905676_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10404871/676922622,904073430_align.jpg",Yes,1.0889,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1133903450,1007189617_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1449218719,2391956529_align.jpg",Yes,1.3241,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365473/3274992371,1118762551_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365473/708859153,3437779422_align.jpg",Yes,1.1981,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/3032697758,233788382_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/2970945718,3554720938_align.jpg",Yes,1.341,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/3770124822,639349340_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/377334480,789167742_align.jpg",Yes,0.973,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/3296589440,4267225451_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/126592988,4258300571_align.jpg",Yes,1.2598,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/583632678,3914875250_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/1188903191,2089716277_align.jpg",Yes,1.374,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/974009817,2535518138_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/176993894,3334909948_align.jpg",Yes,1.357,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/2767974751,2626773002_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/751759395,2152656484_align.jpg",Yes,1.4876,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10553492/3043610362,1932191049_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10553492/2943136219,2060740553_align.jpg",Yes,1.3352,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/3394204859,3033181879_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/597086986,1091435131_align.jpg",Yes,1.2069,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/3662105614,647458731_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/988307478,1124032456_align.jpg",Yes,1.0726,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/3056754006,2470841395_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/440860548,1641671129_align.jpg",Yes,0.5883,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/2743563627,2929218728_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/3929190202,3652020080_align.jpg",Yes,0.9202,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/3717017258,3231723027_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/1187698360,909317813_align.jpg",Yes,0.752,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/617413968,2063855904_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/4059400226,3782953125_align.jpg",Yes,1.0883,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/3003677858,479908646_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393532/1206290401,965501322_align.jpg",Yes,1.1909,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312705/358919043,2123736570_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10312705/6d81800a19d8bc3ed4417b2d828ba61ea9d3458f.jpg_align.jpg",Yes,1.0167,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10354430/3769314191,1255412579_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10354430/348050362,1984273111_align.jpg",Yes,1.0341,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/78958575,2214018229_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/2805045266,666242731_align.jpg",Yes,1.4254,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/1491395226,4110988890_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10218954/1274467380,1382711185_align.jpg",Yes,1.3306,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10441455/476098336,19389192_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10441455/3174714585,1566636125_align.jpg",Yes,0.8181,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/1543403287,2358889606_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/2710523400,3005338735_align.jpg",Yes,1.3662,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/305444391,4059743559_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/2448048485,1007903208_align.jpg",Yes,1.1449,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/3760071549,61586355_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/3133527522,1758165429_align.jpg",Yes,1.1911,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/305723956,2270032939_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/4188502119,690343315_align.jpg",Yes,1.4578,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/3295987474,2032113841_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393851/2116450742,1871195877_align.jpg",Yes,0.5466,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/1797577149,3572177467_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/2150386904,2143494478_align.jpg",Yes,0.6578,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10441455/2477570487,3772663565_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10441455/3774955253,1816634906_align.jpg",Yes,0.6076,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/14ce36d3d539b600554bd67ee950352ac75cb776.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/d01373f082025aafa751a602fbedab64024f1a93.jpg_align.jpg",Yes,1.2612,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10133303/4122578954,1962499297_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10133303/4225200911,3617778889_align.jpg",Yes,0.6904,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/451369618,2688800258_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1057489965,2417423234_align.jpg",Yes,0.7669,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/609929992,4154657786_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/1645874418,3043659433_align.jpg",Yes,1.4546,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1623379931,1412384631_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/3929190202,3652020080_align.jpg",Yes,1.1271,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/507618433,3922189510_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10433214/3031892815,642903171_align.jpg",Yes,1.3413,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/305723956,2270032939_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208177/4096447022,3920235116_align.jpg",Yes,1.5105,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/4189488893,1668025896_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/3347314818,2871146987_align.jpg",Yes,1.1252,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1418177498,1830148920_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/258349267,1902190631_align.jpg",Yes,1.0436,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/1602958801,2450844939_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366199/2445370732,364307125_align.jpg",Yes,0.9324,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/90996154,762535932_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/2861682592,3397824346_align.jpg",Yes,1.2913,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/1791347292,3346340042_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/217391002,77431571_align.jpg",Yes,0.9945,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1254015151,3131638484_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/4196831140,781792916_align.jpg",Yes,0.6788,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/3882116326,1383253307_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/2730892347,4147064698_align.jpg",Yes,1.3372,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/2311595176,1153105858_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/1188903191,2089716277_align.jpg",Yes,1.1276,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/92281465,971433744_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/2106725373,3345082450_align.jpg",Yes,0.7987,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510170/78310a55b319ebc40f39001b8326cffc1f1716ea.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510170/1642938160,175547365_align.jpg",Yes,0.7796,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/3172644335,3496494167_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/2791706781,2759895051_align.jpg",Yes,1.0141,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/9a1151c21b742662e5dd3bcb.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/1581606866,2354495727_align.jpg",Yes,0.7404,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/148669131,1773717440_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/398871594,941206442_align.jpg",Yes,1.0075,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/1166291834,2719102921_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/1080975508,2431488814_align.jpg",Yes,1.3584,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/407326240,2597036034_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10505879/4112679342,4202485444_align.jpg",Yes,0.9884,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/1683662124,1336896737_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/2376873245,3069641546_align.jpg",Yes,0.9942,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/1751245550,1769682416_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10390391/2020282159,2831156233_align.jpg",Yes,1.1964,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/3440971341,757800077_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10360333/2867316842,196098391_align.jpg",Yes,1.2578,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10470675/2cf5e0fe9925bc31005c0c9858df8db1cb1370a8.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10470675/8435e5dde71190ef5085c6ddcd1b9d16fdfa60b1.jpg_align.jpg",Yes,1.1596,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/4014930736,2982715492_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/1159422279,3155291945_align.jpg",Yes,1.1768,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/1533401470,1392549980_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10334920/2545211941,2977396597_align.jpg",Yes,1.1566,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510170/1052988703,3856561794_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10510170/8367d1fc3b194df2b901a0a4.jpg_align.jpg",Yes,1.2276,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/867959797,4104373083_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10163134/1237018347,1762345764_align.jpg",Yes,1.0432,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/679634411,3251656634_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/1554320809,144864098_align.jpg",Yes,0.7237,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/2320399406,1585940267_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393071/2436883090,3554810680_align.jpg",Yes,0.6828,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/468440063,522137154_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10530086/1810258481,2991566499_align.jpg",Yes,1.0216,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/1224755827,2429356935_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10327300/2119023849,3748171486_align.jpg",Yes,1.2062,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10354430/2420851081,2581107140_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10354430/1228289291,350826971_align.jpg",Yes,0.7723,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/1027964362,2535170026_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10606787/3017266468,2119074241_align.jpg",Yes,1.2801,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/2928838409,500158902_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10179291/2302527666,2212544492_align.jpg",Yes,1.0395,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/644771432,3673935147_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/1896382097,560321638_align.jpg",Yes,0.8998,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/831753713,1684483962_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10464205/2140186270,757542892_align.jpg",Yes,0.6791,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263371/3821075024,1842711274_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10263371/2384465541,2861447832_align.jpg",Yes,0.6937,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364685/4095377979,4065512778_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10364685/113348752,1401325452_align.jpg",Yes,1.0084,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366100/896275999,2026962438_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10366100/1707917405,1731050987_align.jpg",Yes,1.0444,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/2785933212,3176299880_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10299269/2285334820,893207331_align.jpg",Yes,0.7018,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/2004361532,1581522560_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/1651814215,4062250221_align.jpg",Yes,1.4667,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/497589936,3988391754_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/37006960,3664041964_align.jpg",Yes,0.8743,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/2338091339,1473247410_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10265277/2767974751,2626773002_align.jpg",Yes,1.3282,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10381610/2847084300,2135795723_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10381610/3020473318,1519205688_align.jpg",Yes,1.0619,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10381610/2569931521,3624472641_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10381610/1798024676,4012480472_align.jpg",Yes,1.0747,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/1238547982,3531956064_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/2124973071,2864140203_align.jpg",Yes,1.1173,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/1655957422,2888598154_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/755897836,2660169165_align.jpg",Yes,0.6117,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/40366614,2476177004_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10560466/5f9e93b122f0e80308230218.jpg_align.jpg",Yes,0.9005,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/3509015651,3284344298_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10584775/1514817462,3087599156_align.jpg",Yes,1.1564,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/1f178a82b9014a905c80290ca9773912b21beec1.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10228983/d1160924ab18972b52916f7be6cd7b899f510ad3.jpg_align.jpg",Yes,0.8155,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572559/3152504432,1368836583_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10572559/1044175710,3080019814_align.jpg",Yes,0.7137,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/2762335882,1608699215_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10393156/149738262,3783670116_align.jpg",Yes,0.4471,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/443734564,2338164468_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/1162215707,2580098821_align.jpg",Yes,1.1172,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/217391002,77431571_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10169810/960081399,2600841967_align.jpg",Yes,0.8968,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/1013428791,611168778_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10365173/513991720,1054943308_align.jpg",Yes,1.2535,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/3022526425,2632622510_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/936802650,240281952_align.jpg",Yes,1.1485,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/164723663,1500318163_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10533494/3105164123,1805969644_align.jpg",Yes,0.7841,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/34fae6cd7b899e51f782e2dd42a7d933c9950def.jpg_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10559275/7c1ed21b0ef41bd5448b313d51da81cb38db3d1b.jpg_align.jpg",Yes,1.2804,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/3151117672,4279229410_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10388539/4002601063,1608094188_align.jpg",Yes,0.5301,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/2395438185,3897820611_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10276274/3172644335,3496494167_align.jpg",Yes,0.9502,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231614/3691131372,2223600149_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10231614/2384272490,1095536736_align.jpg",Yes,1.0251,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/242418333,414533669_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10536652/3677503869,615489804_align.jpg",Yes,1.0391,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/1092520534,2969795579_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10177044/3597268965,3747922439_align.jpg",Yes,1.0271,1,Yes
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/927338875,3995701829_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/1452852484,130673657_align.jpg",Yes,1.2277,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208830/4013178474,2586872563_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10208830/2145785549,3471923078_align.jpg",Yes,1.3822,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/2124973071,2864140203_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10540910/3913282770,814102189_align.jpg",Yes,1.2313,1,No
"/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/4066118906,2126467659_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/40, 320 + cascade/10459242/755897836,2660169165_align.jpg",Yes,0.962,1,Yes
