file_x,file_y,decision,distance_l2,distance_l2_scaled
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/2054703181,2655485194_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8594/677154077,1902995052_align.jpg",Yes,0.6844,-0.6844
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2722730546,3250360278_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1798246260,3746450363_align.jpg",Yes,0.7243,-0.7243
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1228627335,748164439_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/4247717379,1815548451_align.jpg",Yes,1.492,-1.492
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/979495206,499734771_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3612740617,1648131973_align.jpg",Yes,1.4649,-1.4649
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2416343141,1785529756_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1597619177,2575801005_align.jpg",Yes,0.6585,-0.6585
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/148974275,1680196455_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/3799102699,2929375180_align.jpg",Yes,1.2902,-1.2902
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/1063640878,3763331177_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/1957892793,456085682_align.jpg",Yes,1.3116,-1.3116
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2696236849,2770521141_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/3267225069,4163208059_align.jpg",Yes,0.9648,-0.9648
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/532164761,4078249226_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5454/918340215,457998434_align.jpg",Yes,1.0902,-1.0902
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/213669682,3902823007_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3319226233,3378920642_align.jpg",Yes,1.4006,-1.4006
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/584062327,710507283_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2868996811,2667338493_align.jpg",Yes,1.5076,-1.5076
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1071346682,3153594564_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3836027694,806722687_align.jpg",Yes,1.4284,-1.4284
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/2842848694,3222471132_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/2040948478,2567409034_align.jpg",Yes,0.6506,-0.6506
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/715243874,1612282049_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2229655436,1534374111_align.jpg",Yes,0.6397,-0.6397
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/1780306027,1418095616_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/669025541,1140119953_align.jpg",Yes,1.2838,-1.2838
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/190453993,2575178454_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3051392556,4115204036_align.jpg",Yes,1.079,-1.079
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3482572466,1608988585_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1413184112,1296444891_align.jpg",Yes,0.8814,-0.8814
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/3519693684,120457631_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1904228941,1100628975_align.jpg",Yes,0.9286,-0.9286
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1711365691,1775162157_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3553938262,86215878_align.jpg",Yes,0.9463,-0.9463
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/3816440795,2797881363_align.jpg",Yes,1.4908,-1.4908
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3439783297,1760984367_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1677124329,2059560760_align.jpg",Yes,0.9676,-0.9676
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/403234593,3359418235_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6677/1224081930,3272275290_align.jpg",Yes,1.426,-1.426
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/2522249436,556939625_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/999678643,1532327139_align.jpg",Yes,1.4003,-1.4003
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12667/1738866970,3173176482_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12667/2740993822,2791138348_align.jpg",Yes,0.6368,-0.6368
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1201908598,4029791285_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1614041650,2425928683_align.jpg",Yes,1.1783,-1.1783
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3205283069,4193102538_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3348338741,551554708_align.jpg",Yes,1.198,-1.198
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/4165172704,900393917_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/401734631,145536014_align.jpg",Yes,0.5125,-0.5125
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/2341675350,1482264200_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/109980015,3600440960_align.jpg",Yes,0.6654,-0.6654
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/4112176689,2050990795_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2498/2342193670,28014282_align.jpg",Yes,1.486,-1.486
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/2224535422,4118765057_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6712/109980015,3600440960_align.jpg",Yes,0.8289,-0.8289
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/4246546893,3788379050_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1024381143,856990119_align.jpg",Yes,0.8915,-0.8915
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/931984224,2931084727_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1293872056,1405535806_align.jpg",Yes,0.8193,-0.8193
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3308250194,3736521374_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1498382308,3338116976_align.jpg",Yes,1.5472,-1.5472
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/2861842047,369717262_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/3110112115,3262863086_align.jpg",Yes,1.6291,-1.6291
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6331/209316768,722720882_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6331/623570526,4087366357_align.jpg",Yes,1.4184,-1.4184
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3729264592,2617175963_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/154775029,3417403615_align.jpg",Yes,1.5282,-1.5282
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/501442148,1186851698_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/4031035729,275060856_align.jpg",Yes,0.8353,-0.8353
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1102017739,3274298962_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3729201025,2604232475_align.jpg",Yes,0.7234,-0.7234
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/1805329340,3325100724_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6549/3568082905,2346195441_align.jpg",Yes,0.74,-0.74
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/828535370,4292621850_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/250287469,2054891440_align.jpg",Yes,0.5437,-0.5437
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4027827510,984489701_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/924/4261363563,1588655709_align.jpg",Yes,1.2025,-1.2025
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/646357400,4111601250_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/103378733,2880911349_align.jpg",Yes,0.9775,-0.9775
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3699105959,3947895150_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1677124329,2059560760_align.jpg",Yes,1.1052,-1.1052
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3131948157,79761314_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/320703105,3068795639_align.jpg",Yes,0.7787,-0.7787
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/1165099893,4099075362_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/2639854443,1701992035_align.jpg",Yes,1.4212,-1.4212
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/660814401,1317747_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2164474870,3882627125_align.jpg",Yes,0.9385,-0.9385
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/294595629,991943500_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2223/3314882225,4276619811_align.jpg",Yes,1.4473,-1.4473
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/1896720694,3789111088_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2939021362,3317955621_align.jpg",Yes,0.8705,-0.8705
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/30adcbef76094b36418da801a1cc7cd98d109d3b.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6730/1201423626,2777407259_align.jpg",Yes,1.4897,-1.4897
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/607800570,3027998974_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8915/669025541,1140119953_align.jpg",Yes,0.7355,-0.7355
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1366899098,1402202957_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/1893177422,2552916842_align.jpg",Yes,0.5438,-0.5438
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/3695396021,1910134644_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2095275145,3228012342_align.jpg",Yes,0.7512,-0.7512
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/1103013197,111977938_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12240/4166535221,2968301391_align.jpg",Yes,0.705,-0.705
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1939/2228189736,2964241310_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/1939/759478042,841142405_align.jpg",Yes,0.6342,-0.6342
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/220015684,584235208_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6654/3303795407,1086000359_align.jpg",Yes,0.8577,-0.8577
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5866/3751033267,1151712379_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5866/4031120894,2161244703_align.jpg",Yes,1.5659,-1.5659
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1669478970,2494407036_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1409783666,3866098297_align.jpg",Yes,1.4704,-1.4704
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/146501943,2305168970_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/88841186,361391839_align.jpg",Yes,0.7939,-0.7939
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/650421475,1130069412_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2393414715,3742371977_align.jpg",Yes,0.7827,-0.7827
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/640802359,234659442_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3497772787,4220942191_align.jpg",Yes,0.6866,-0.6866
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/2194836687,898880631_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/2453688980,2616353516_align.jpg",Yes,1.3633,-1.3633
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/1639276257,1285330237_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14727/4018318855,811770713_align.jpg",Yes,1.5988,-1.5988
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/420028936,3072859308_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6834/103378733,2880911349_align.jpg",Yes,1.0187,-1.0187
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2051026602,3142398746_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/797827191,2417375365_align.jpg",Yes,0.5994,-0.5994
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7596/3577372104,2175835530_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7596/2743759194,2017919701_align.jpg",Yes,0.6778,-0.6778
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2780500837,1428677686_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2982431025,1359671911_align.jpg",Yes,0.6181,-0.6181
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/adee30ddc3977f958d10298c.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1669478970,2494407036_align.jpg",Yes,0.892,-0.892
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/3932492957,745804759_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5773/2982431025,1359671911_align.jpg",Yes,0.5957,-0.5957
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/843173665,284989575_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/2873018671,1238598578_align.jpg",Yes,1.1109,-1.1109
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/793407578,3667086820_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/3507757957,2727671715_align.jpg",Yes,1.0032,-1.0032
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/48540923dd54564e6db4759bb3de9c82d0584fbb.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/562c11dfa9ec8a136971421ff703918fa1ecc0e1.jpg_align.jpg,Yes,0.7091,-0.7091
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/3755289016,2568076640_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13467/4036342899,3977488660_align.jpg",Yes,1.5771,-1.5771
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3181390645,4004223980_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/4247558567,1464806129_align.jpg",Yes,0.6009,-0.6009
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/3708850660,1652340902_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5341/3731416304,1988750758_align.jpg",Yes,0.6705,-0.6705
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/979495206,499734771_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3292534160,1104863950_align.jpg",Yes,1.5441,-1.5441
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/3748311438,2031755336_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1971888224,2363385893_align.jpg",Yes,0.911,-0.911
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/70739935,2060452380_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/868192070,1016574635_align.jpg",Yes,1.0447,-1.0447
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3688019312,2562790391_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/355231118,2606862702_align.jpg",Yes,1.5049,-1.5049
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2162575964,3187094745_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2813251741,2072996730_align.jpg",Yes,1.2434,-1.2434
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/228157840,1699870895_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2772323193,2341535967_align.jpg",Yes,0.8253,-0.8253
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/2130936559,515838626_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14805/2002169267,418205503_align.jpg",Yes,1.4666,-1.4666
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/144249176,3126882190_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2823882327,1210239490_align.jpg",Yes,1.5018,-1.5018
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/4015914555,1358025709_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/50/1641952122,704196672_align.jpg",Yes,0.4981,-0.4981
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/228700104,3723510539_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5835/2298827518,478103470_align.jpg",Yes,1.3669,-1.3669
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/272330606,2197392874_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9430/1734183668,1803402668_align.jpg",Yes,0.8972,-0.8972
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/2381636881,1579675766_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6884/1304810069,1689902885_align.jpg",Yes,1.573,-1.573
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/624454474,4041820822_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2638175608,3786834551_align.jpg",Yes,1.2814,-1.2814
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/311215709,3422322161_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/3900/2217179764,3725518581_align.jpg",Yes,1.5231,-1.5231
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/903620924,2006679447_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2531253636,1248285634_align.jpg",Yes,1.4173,-1.4173
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4189/2741368536,770297060_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4189/1496322711,2141440996_align.jpg",Yes,0.8983,-0.8983
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/1523446749,1893493865_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/383294315,220848198_align.jpg",Yes,0.9656,-0.9656
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/2625975904,4073555181_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7282/1073588414,2880315263_align.jpg",Yes,0.5224,-0.5224
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/725581376,3806379269_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2722607394,829766120_align.jpg",Yes,0.6794,-0.6794
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/1777404003,3022949773_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6903/2510141280,589306330_align.jpg",Yes,1.2812,-1.2812
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/905989469,759646717_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6728/2766729439,3027814469_align.jpg",Yes,0.9857,-0.9857
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2667727391,149720422_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3743528752,2823333464_align.jpg",Yes,1.2517,-1.2517
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16003/3697042507,49510841_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/16003/3127670047,2088893326_align.jpg",Yes,1.5421,-1.5421
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/3598121098,3558721334_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/14903/631088305,2447519102_align.jpg",Yes,1.4964,-1.4964
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/3969638982,2203780274_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2647/450713604,1579109077_align.jpg",Yes,1.3217,-1.3217
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/1041757448,1329897067_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/2241/2564838477,571586725_align.jpg",Yes,0.7576,-0.7576
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3237993113,1480128730_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9319/3017836162,663292109_align.jpg",Yes,1.37,-1.37
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/2365861575,892233575_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6724/1342482142,1708322623_align.jpg",Yes,1.3659,-1.3659
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/2411652951,3087192944_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/3143425115,2886980166_align.jpg",Yes,1.1709,-1.1709
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/337715335,2380342559_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11959/3624822309,225593371_align.jpg",Yes,1.4842,-1.4842
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/2158321719,1239128678_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8767/4113435902,3279428034_align.jpg",Yes,1.2771,-1.2771
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/cdbf6c81800a19d83c8b9d9733fa828ba71e4693.jpg_align.jpg,"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8522/1875486926,3180041973_align.jpg",Yes,1.5338,-1.5338
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/2109896108,1502286812_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/4500/946163267,4056104056_align.jpg",Yes,1.3807,-1.3807
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/4056374777,2844174427_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/314283913,2034627901_align.jpg",Yes,1.4509,-1.4509
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2603580590,3960493225_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/3391948846,2170033166_align.jpg",Yes,1.4834,-1.4834
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/3281025033,1800480112_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1859156200,3783188346_align.jpg",Yes,1.5091,-1.5091
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/760768958,2968298540_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11079/2035238841,1276907724_align.jpg",Yes,1.38,-1.38
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6509/f31fbe096b63f6243fb4ff468744ebf81b4ca38e.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6509/eac4b74543a98226c332ed628a82b9014b90eb80.jpg_align.jpg,Yes,1.3985,-1.3985
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13774/3980791685,2026003775_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/13774/864828637,2064117221_align.jpg",Yes,1.0446,-1.0446
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/3382997383,3886165384_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/11364/3112584501,4101555475_align.jpg",Yes,0.6352,-0.6352
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2868996811,2667338493_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/4146848115,341262423_align.jpg",Yes,1.5191,-1.5191
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2515012724,1770280746_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/2158328741,1516133853_align.jpg",Yes,1.4971,-1.4971
/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5551/eac4b74543a98226ea85c76c8b82b9014a90eb31.jpg_align.jpg,/content/drive/My Drive/기업프로젝트-라젠/data/face train data/5551/6a63f6246b600c33e8d132831b4c510fd8f9a1d5.jpg_align.jpg,Yes,1.452,-1.452
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/485693319,116265751_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/8529/1280497489,1697627976_align.jpg",Yes,1.3289,-1.3289
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/3407217372,3837095443_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/6751/2203914997,1755997300_align.jpg",Yes,1.0034,-1.0034
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/3126587932,289907605_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12340/1314374713,1704708118_align.jpg",Yes,0.5121,-0.5121
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/358635833,798314000_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/9664/2164474870,3882627125_align.jpg",Yes,0.876,-0.876
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2686820500,310183376_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/12200/2917835638,2270709006_align.jpg",Yes,1.4479,-1.4479
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/2380338025,1461213833_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/7292/676697244,3520107677_align.jpg",Yes,0.5558,-0.5558
"/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/4291066999,700153125_align.jpg","/content/drive/My Drive/기업프로젝트-라젠/data/face train data/10446/688741738,1227417776_align.jpg",Yes,1.5414,-1.5414
